,సినిమా పేరు,దర్శకుడు,నటులు,శైలి,తేదీ,సంవత్సరం,నెల
2771,దొంగ రాముడు & పార్టీ,వంశి,"శ్రీకాంత్, లయ, చంద్ర మోహన్, కైకాల సత్యనారాయణ",హాస్యం,2003-06-26,2003,6
2772,సింహాద్రి,ఎస్.ఎస్.రాజమౌళి,"జేరి. ఎన్టీఆర్, Bhoomika Chawla, అంకిత, నిస్సార్",చర్య,2003-07-09,2003,7
2773,వసంతం,విక్రమన్,"దగ్గుబాటి వెంకటేష్, ఆర్తి అగర్వాల్, కళ్యాణి, తనికెళ్ళ భరణి, సునీల్",నాటకం,2003-07-11,2003,7
2774,కల్యాణ రాముడు,జి. రాంప్రసాద్,"వేణు తొట్టెంపూడి, ప్రభుదేవా, నికితా తుక్రాల్, సుమన్, సునీల్",కామెడీ / డ్రామా,2003-07-18,2003,7
2775,ప్రాణం,మల్లి,"అల్లరి నరేష్, సదా, సీత, ఎం. స్. నారాయణ, కోవై సరళ",శృంగారం,2003-07-25,2003,7
2776,శంభు,ఆర్.సురేష్ వర్మ,"ఆర్యన్ రాజేష్, సారిక, చంద్ర మోహన్, వేణు మాధవ్, ప్రకాష్ రాజ్, సంఘవి",శృంగారం,2003-07-25,2003,7
2777,శిల,రాజు వూపాటి,"జగపతి బాబు, చైతన్య కృష్ణ, నేహా మెహతా, సోనియా అగర్వాల్",చర్య,2003-07-25,2003,7
2778,నగరం,అంబటి సుభాష్,"ముఖేష్ ఉదేశి, స్వప్నా రెడ్డి, వైభవి",చర్య,2003-07-25,2003,7
2779,సంబరం,a. దశరధ,"నితిన్, నికిత తుక్రల్, గిరి బాబు, సీత",శృంగారం,2003-07-31,2003,7
2780,దొంగోడు,భీమినేని శ్రీనివాస్,"రవి తేజ, కళ్యాణి, రేఖ వేదవ్యాస్, తనికెళ్ళ భరణి",యాక్షన్ / కామెడీ,2003-08-07,2003,8
2781,సింహాచలం,ఇంద్ర కుమార్,"శ్రీహరి, మీనా, ప్రకాష్ రాజ్, సురేష్, సునీల్",చర్య,2003-08-08,2003,8
2782,నీకు నేను నాకు నువ్వు,రాజ శేఖర్,"ఉదయ్ కిరణ్, శ్రియా శరన్, కృష్ణం రాజు, సుమన్",శృంగారం,2003-08-15,2003,8
2783,అనగనగ ఓ కుర్రాడు,ఎల్ పి రాంరావు,"రోహిత్, రేఖ వేదవ్యాస్, రాజీవ్ కనకాల",శృంగారం,2003-08-15,2003,8
2784,చార్మినార్,సాగర్,"వెంకట్, అభిరామి, ప్రకాష్ రాజ్",శృంగారం,2003-08-15,2003,8
2785,నగరం,యాప్స్ చౌదరి,"నందమూరి హరికృష్ణ, సిమ్రాన్, సౌందర్య, ముకేష్ రిషి",చర్య,2003-08-22,2003,8
2786,అదంటే అదో రకం,ఏ. వ్. వ్. సత్యనారాయణ,"శివాజీ, ఆర్యన్ రాజేష్, Bhoomika Chawla, అనిత హాస్సన్ద్రని",హాస్యం,2003-08-30,2003,8
2787,ఒక రాధా ఇద్దరు కృష్ణుల పెళ్లి,జి. నాగేశ్వర రెడ్డి,"శ్రీకాంత్, ప్రభు దేవా, నమిత, తనికెళ్ళ భరణి, చంద్ర మోహన్",హాస్యం,2003-09-05,2003,9
2788,జానకి వెడ్స్ శ్రీరామ్,ఎంజీ,"రోహిత్, గజాల, రేఖ వేదవ్యాస్",శృంగారం,2003-09-12,2003,9
2789,పెళ్ళాంతో పనేంటి,S. V. కృష్ణా రెడ్డి,"వేణు తొత్తంపూడి, లయ, కళ్యాణి",హాస్యం,2003-09-12,2003,9
2791,ఠాగూర్,వి.వి.వినాయక్,"చిరంజీవి, జ్యోతిక, శ్రియా శరన్",యాక్షన్ / డ్రామా,2003-09-24,2003,9
2792,విష్ణువు,షాజీ కైలాస్,"విష్ణు మంచు, వేదిక, నీతూ చంద్ర",యాక్షన్ / రొమాన్స్,2003-09-28,2003,9
2793,ఎలా చెప్పను,రమణ,"తరుణ్, శ్రియ శరణ్, సునీల్",శృంగారం,2003-10-02,2003,10
2794,తొలి చూపులోనే,శ్రీ విశ్వనాథ్,"కళ్యాణ్ రామ్, ఆకాంక్ష, చరణ్‌రాజ్, సుదీప",శృంగారం / యాక్షన్,2003-10-09,2003,10
2795,ఒకరికి ఒకరు,రసూల్,"శ్రీకాంత్, ఆర్తి చాబ్రియా, బాలయ్య, తనికెళ్ళ భరణి",శృంగారం,2003-10-10,2003,10
2796,ఓరి నీ ప్రేమ బంగారం కాను,AVS,"రాజేష్ కృష్ణన్, సంగీత, గిరి బాబు, బ్రహ్మానందం",శృంగారం,2003-10-16,2003,10
2797,శివమణి,మొత్తం జగన్నాధ్,"నాగార్జున, అసిన్ తొట్టుంకల్, రక్షిత, ప్రకాష్ రాజ్",చర్య,2003-10-23,2003,10
2798,వీడే,రవి రాజా పినిశెట్టి,"రవితేజ్, రీమా సేన్, ఆర్తీ అగర్వాల్, షయాజీ షిండే",చర్య,2003-10-31,2003,10
2799,శ్రీరామ చంద్రులు,శ్రీకాంత్,"రాజేంద్ర ప్రసాద్, శివాజీ, రాసి, రంభ, సింధు మీనన్, బ్రహ్మానందం, కోవై సరళ, వేణు మాధవ్",హాస్యం,2003-11-07,2003,11
2800,నేను సీతామహలష్మి,జి నాగేశ్వర రెడ్డి,"రోహిత్, వినగల, చలపతి ఏడుపు",శృంగారం,2003-11-08,2003,11
2801,అభిమన్యు,ఆ మల్లికార్జున్,"కళ్యాణ్ రామ్, దివ్య స్పందన, సుహాసిని, సౌక జానకి, అలీ",శృంగారం,2003-11-12,2003,11
2802,గోవా,పి. కిషోర్ కుమార్,"సుమిత్ రాయ్, సుభాష్ చంద్ర, కృష్ణ తేజ",నాటకం,2003-11-14,2003,11
2803,నేను పెళ్ళికి రెడీ,వెంకీ,"శ్రీకాంత్, లయ, సంగీత, అనిత హస్సన్దని",హాస్యం,2003-11-14,2003,11
2805,విలన్,a. s రవి కుమార్,"రాజశేఖర్, నేహా ధూప్య, తులిప్ జోషి, నరేష్",థ్రిల్లర్ / యాక్షన్,2003-11-21,2003,11
2806,చంటిగాడు,జయ,"బాలాదిత్య, సుహాసిని, శరణ్య, బ్రహ్మానందం",శృంగారం,2003-11-26,2003,11
2808,నీ మనసు నాకు తెలుసు,జ్యోతి కృష్ణ,"తరుణ్, త్రిషా కృష్ణన్, శ్రియా శరన్, సునీల్, రీమా సేన్, అర్చన పురం సింగ్",శృంగారం,2003-12-06,2003,12
2809,మా అల్లుడు వెరీ గుడ్,ఏ వ్ వ్ సత్యనారాయణ,"రాజేంద్ర ప్రసాద్, అల్లరి నరేష్, రమ్య కృష్ణ, మౌనిక, కోవై సరళ",హాస్యం,2003-12-06,2003,12
2810,మీరు అనుకున్నారు,సూర్య తేజ,"శ్రీకాంత్, చార్మ్ కౌర్, అన్వితా, బ్రహ్మానందం",శృంగారం,2003-12-12,2003,12
2811,అవునా,C. A మహేశ్వర రావు,"ఆదర్శ్, శాంతి రావు, కోట శ్రీనివాస రావు",శృంగారం,2003-12-12,2003,12
2812,టైగర్ హరిశ్చంద్ర ప్రసాద్,V. సముద్ర,"నందమూరి హరికృష్ణ, రమ్య కృష్ణ, సంగీత, కోట శ్రీనివాస రావు",చర్య,2003-12-18,2003,12
2813,సత్యం,సూర్య కిరణం,"సుమంత్, జెనీలియా డ్'సౌజా, బ్రహ్మానందం, కోట శ్రీనివాస రావు",శృంగారం / యాక్షన్,2003-12-19,2003,12
2814,ఆంధ్రావాలా,మొత్తం జగన్నాధ్,"జేరి. ఎన్టీఆర్, రక్షిత, షాయాజీ షిండే, రాహుల్ దేవ్, సంఘవి",చర్య,2004-01-01,2004,1
2815,లక్ష్మీ నరసింహ,జయంత్ సి. పరాంజీ,"నందమూరి బాలకృష్ణ, ఆసిన్ తొట్టుమ్కల్, ప్రకాష్ రాజ్, కే. విశ్వనాధ్, సునీల్, బ్రహ్మానందం",చర్య,2004-01-14,2004,1
2816,వర్షం,శోభన్,"ప్రభాస్, త్రిష కృష్ణన్, గోపీచంద్, ప్రకాష్ రాజ్, సుధా చంద్రన్",శృంగారం/యాక్షన్,2004-01-14,2004,1
2817,ఎంజీ,కోడి రామకృష్ణ,"చిరంజీవి, నమ్రతా శిరోద్కర్, టిన్ను ఆనంద్, ఎం. ఎస్. నారాయణ",చర్య,2004-01-15,2004,1
