,Title/సినిమా పేరు,Director/దర్శకుడు,Cast/నటులు,Genre/శైలి,Date/తేదీ,Year/సంవత్సరం,Month/నెల,Language/భాష,Soup/సూప్
2531,టాటా బిర్లా మధ్యలో లైలా,శ్రీనివాసరెడ్డి,"శివాజీ,కృష్ణభగవాన్,అలీ",హాస్యం,2005-12-30,2006,12,తెలుగు,"శ్రీనివాసరెడ్డి  శివాజీ,కృష్ణభగవాన్,అలీ  హాస్యం  2005-12-30  2006  తెలుగు"
2532,మాయాజాలం,s.v.కృష్ణారెడ్డి,"శ్రీకాంత్,వేణుమాధవ్,అలీ",హాస్యం,2005-12-30,2006,12,తెలుగు,"s.v.కృష్ణారెడ్డి  శ్రీకాంత్,వేణుమాధవ్,అలీ  హాస్యం  2005-12-30  2006  తెలుగు"
2533,సామాన్యుడు,సి.రవికుమార్,జగపతిబాబు,చర్య,2005-12-30,2006,12,తెలుగు,సి.రవికుమార్  జగపతిబాబు  చర్య  2005-12-30  2006  తెలుగు
2534,భాగ్యలక్ష్మి బంపర్ డ్రా,నిధిప్రసాద్,రాజేంద్రప్రసాద్,హాస్యం,2005-12-30,2006,12,తెలుగు,నిధిప్రసాద్  రాజేంద్రప్రసాద్  హాస్యం  2005-12-30  2006  తెలుగు
2535,గోపి – గోడ మీద పిల్లి,జనార్ధనమహర్షి,"అల్లరినరేష్,జగపతిబాబు",చర్య,2005-12-30,2006,12,తెలుగు,"జనార్ధనమహర్షి  అల్లరినరేష్,జగపతిబాబు  చర్య  2005-12-30  2006  తెలుగు"
2536,సైనికుడు,గుణశేఖర్,"మహేష్బాబు,ఇర్ఫాన్ఖాన్,త్రిష",చర్య,2005-12-30,2006,12,తెలుగు,"గుణశేఖర్  మహేష్బాబు,ఇర్ఫాన్ఖాన్,త్రిష  చర్య  2005-12-30  2006  తెలుగు"
2537,ఆది లక్ష్మి,వై.సురేష్,"శ్రీకాంత్,వడ్డేనవీన్",థ్రిల్లర్,2005-12-30,2006,12,తెలుగు,"వై.సురేష్  శ్రీకాంత్,వడ్డేనవీన్  థ్రిల్లర్  2005-12-30  2006  తెలుగు"
2538,పెళ్ళైన కొత్తలో,మదన్,"జగపతిబాబు,ప్రియమణి",శృంగారం,2005-12-30,2006,12,తెలుగు,"మదన్  జగపతిబాబు,ప్రియమణి  శృంగారం  2005-12-30  2006  తెలుగు"
2539,ప్రమాదకరమైన,అమ్మరాజశేఖర్,"రవితేజ,ఇలియానాడిక్రూజ్",హాస్యం,2005-12-30,2006,12,తెలుగు,"అమ్మరాజశేఖర్  రవితేజ,ఇలియానాడిక్రూజ్  హాస్యం  2005-12-30  2006  తెలుగు"
2540,ఆఖరి పేజీ,కె.రమణారావు,"ఆదిత్యఓం,తానురాయ్",థ్రిల్లర్,2005-12-30,2006,12,తెలుగు,"కె.రమణారావు  ఆదిత్యఓం,తానురాయ్  థ్రిల్లర్  2005-12-30  2006  తెలుగు"
2541,రాఖీ,కృష్ణవంశి,"ఉంటే.ఎన్టీఆర్,ఛార్మీకౌర్,ఇలినాడిక్రజ్",నాటకం,2005-12-30,2006,12,తెలుగు,"కృష్ణవంశి  ఉంటే.ఎన్టీఆర్,ఛార్మీకౌర్,ఇలినాడిక్రజ్  నాటకం  2005-12-30  2006  తెలుగు"
2542,అసభ్యకరమైన,కే.బాలచందర్,"ఉదయ్కిరణ్,విమలారామన్",నాటకం,2005-12-30,2006,12,తెలుగు,"కే.బాలచందర్  ఉదయ్కిరణ్,విమలారామన్  నాటకం  2005-12-30  2006  తెలుగు"
2543,అన్నవరం,భీమినేనిశ్రీనివాసరావు,"పవన్కళ్యాణ్,అసిన్,సంధ్య",చర్య,2005-12-30,2006,12,తెలుగు,"భీమినేనిశ్రీనివాసరావు  పవన్కళ్యాణ్,అసిన్,సంధ్య  చర్య  2005-12-30  2006  తెలుగు"
2544,బ్రహ్మ - సృష్టికర్త,చెరుకూరిశ్రీనివాసరావు,"కిరణ్తేజ్,మధుశర్మ",నాటకం,2005-12-30,2007,12,తెలుగు,"చెరుకూరిశ్రీనివాసరావు  కిరణ్తేజ్,మధుశర్మ  నాటకం  2005-12-30  2007  తెలుగు"
2545,దేశముదురు,మొత్తంజగన్నాధ్,"అల్లుఅర్జున్,హన్సికమోత్వానీ",నాటకం,2005-12-30,2007,12,తెలుగు,"మొత్తంజగన్నాధ్  అల్లుఅర్జున్,హన్సికమోత్వానీ  నాటకం  2005-12-30  2007  తెలుగు"
2546,యోగి,వి.వి.వినాయక్,"ప్రభాస్,నయనతార",నాటకం,2005-12-30,2007,12,తెలుగు,"వి.వి.వినాయక్  ప్రభాస్,నయనతార  నాటకం  2005-12-30  2007  తెలుగు"
2547,పగలే వెన్నెల,సివిరెడ్డి,"శివబాలాజీ,మైథిలి,బ్రహ్మానందం",హాస్యం,2005-12-30,2007,12,తెలుగు,"సివిరెడ్డి  శివబాలాజీ,మైథిలి,బ్రహ్మానందం  హాస్యం  2005-12-30  2007  తెలుగు"
2548,పోరంబోకు,శ్రీనివాస్,"నవదీప్,ఏక్తాఖోస్లా",నాటకం,2005-12-30,2007,12,తెలుగు,"శ్రీనివాస్  నవదీప్,ఏక్తాఖోస్లా  నాటకం  2005-12-30  2007  తెలుగు"
2549,ప్రేమలేఖ రాసి,కులశేఖర్,"వేణుమల్లాది,అంజలి",శృంగారం,2005-12-30,2007,12,తెలుగు,"కులశేఖర్  వేణుమల్లాది,అంజలి  శృంగారం  2005-12-30  2007  తెలుగు"
2550,మాస్టర్,పి.వాసు,"బాలకృష్ణ,స్నేహ,మీరాజాస్మిన్",నాటకం,2005-12-30,2007,12,తెలుగు,"పి.వాసు  బాలకృష్ణ,స్నేహ,మీరాజాస్మిన్  నాటకం  2005-12-30  2007  తెలుగు"
2551,నోట్బుక్,చందు,"రాజీవ్,గాయత్రి",శృంగారం,2005-12-30,2007,12,తెలుగు,"చందు  రాజీవ్,గాయత్రి  శృంగారం  2005-12-30  2007  తెలుగు"
2552,సన్నీ,కమలాకర్,"కమలాకర్,అభిషేక్,కృతి",నాటకం,2005-12-30,2007,12,తెలుగు,"కమలాకర్  కమలాకర్,అభిషేక్,కృతి  నాటకం  2005-12-30  2007  తెలుగు"
2553,శ్రీ సత్యనారాయణ స్వామి,నగేష్నారదాసి,"సుమన్,రాజ్కుమార్,కార్తీక్,చంద్రమోహన్",భక్తిప్రపత్తులు,2005-12-30,2007,12,తెలుగు,"నగేష్నారదాసి  సుమన్,రాజ్కుమార్,కార్తీక్,చంద్రమోహన్  భక్తిప్రపత్తులు  2005-12-30  2007  తెలుగు"
2554,మధుమాసం,చంద్రసిద్ధార్థ,"సుమంత్,పార్వతిమెల్టన్,స్నేహ",నాటకం,2005-12-30,2007,12,తెలుగు,"చంద్రసిద్ధార్థ  సుమంత్,పార్వతిమెల్టన్,స్నేహ  నాటకం  2005-12-30  2007  తెలుగు"
2555,ఎవడైతే నాకేంటి,"సముద్ర,జీవిత","రాజశేఖర్,సంవృత",నాటకం,2005-12-30,2007,12,తెలుగు,"సముద్ర,జీవిత  రాజశేఖర్,సంవృత  నాటకం  2005-12-30  2007  తెలుగు"
2556,అనుమానాస్పదం,విఎంసి,"ఆర్యన్రాజేష్,హంసానందిని,తనికెళ్ళభరణి,జయప్రకాశ్రెడ్డి",థ్రిల్లర్,2005-12-30,2007,12,తెలుగు,"విఎంసి  ఆర్యన్రాజేష్,హంసానందిని,తనికెళ్ళభరణి,జయప్రకాశ్రెడ్డి  థ్రిల్లర్  2005-12-30  2007  తెలుగు"
2557,లక్ష్మీ కళ్యాణం,తేజ,"కళ్యాణ్రామ్,కాజల్అగర్వాల్,అజయ్,సాయాజీషిండే",నాటకం,2005-12-30,2007,12,తెలుగు,"తేజ  కళ్యాణ్రామ్,కాజల్అగర్వాల్,అజయ్,సాయాజీషిండే  నాటకం  2005-12-30  2007  తెలుగు"
2558,హర హర శంభో శంకర,గెడ్డఆనంద్బాబు,"నరసింహరాజు,అనురాధ,రామిరెడ్డి",భక్తిప్రపత్తులు,2005-12-30,2007,12,తెలుగు,"గెడ్డఆనంద్బాబు  నరసింహరాజు,అనురాధ,రామిరెడ్డి  భక్తిప్రపత్తులు  2005-12-30  2007  తెలుగు"
2559,ఒక్కడున్నాడు,చంద్రశేఖర్యేలేటి,"గోపీచంద్,నేహాజుల్కా,మహేష్మంజ్రేకర్",థ్రిల్లర్,2005-12-30,2007,12,తెలుగు,"చంద్రశేఖర్యేలేటి  గోపీచంద్,నేహాజుల్కా,మహేష్మంజ్రేకర్  థ్రిల్లర్  2005-12-30  2007  తెలుగు"
